Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
196,Josh Hart,SF,28,NYK,60,1873,11.2,0.518,0.414,0.166,4.9,22.3,13.6,15,1.4,0.9,13.6,13.3,,1.1,2.4,3.5,0.09,,-1.5,1.3,-0.3,0.8,hartjo01
197,Isaiah Hartenstein,C,25,NYK,55,1384,17.3,0.647,0.012,0.43,14.6,22.7,18.7,11.5,2.2,3.9,18,11.2,,2.9,2.4,5.3,0.182,,-0.1,2.3,2.2,1.5,harteis01
198,Sam Hauser,SF,26,BOS,59,1243,11.6,0.635,0.867,0.047,3.2,13.3,8.5,5.6,0.9,1.1,7.1,13.8,,1.7,1.5,3.2,0.125,,0.6,0.1,0.7,0.9,hausesa01
199,Jordan Hawkins,SG,21,NOP,54,1065,10.9,0.549,0.661,0.178,2.9,11.4,7.2,8.3,0.8,0.5,7.7,19.9,,0.6,0.9,1.5,0.067,,-0.7,-1.6,-2.3,-0.1,hawkijo01
200,Jaxson Hayes,C,23,LAL,51,569,13.7,0.69,0.06,0.402,8.4,15.8,12.2,5.1,2.1,3.1,13.8,12.1,,0.8,0.7,1.6,0.132,,-3,1.2,-1.9,0,hayesja02
201,Killian Hayes,PG,22,DET,42,1008,10.4,0.474,0.261,0.177,1.2,12.3,6.6,27.1,1.7,1.7,14.3,14.9,,0,0.6,0.6,0.028,,-2.9,0.2,-2.7,-0.2,hayeski01
202,Gordon Hayward,SF,33,TOT,31,886,13.1,0.528,0.191,0.263,3.8,14,8.7,20.3,1.5,1.2,12.7,20.1,,0.1,0.5,0.6,0.035,,-1.7,-0.8,-2.5,-0.1,haywago01
202,Gordon Hayward,SF,33,CHO,25,798,14.1,0.544,0.205,0.273,3.4,13.4,8.2,21.8,1.7,1.4,13.3,21,,0.3,0.4,0.7,0.041,,-1.3,-0.6,-1.9,0,haywago01
202,Gordon Hayward,SF,33,OKC,6,88,4.5,0.308,0,0.13,8,19.3,13.9,6.6,0,0,3.9,12.5,,-0.1,0.1,0,-0.017,,-5.6,-2.5,-8.1,-0.1,haywago01
203,Scoot Henderson,PG,19,POR,43,1160,8.9,0.484,0.332,0.292,3.5,9.3,6.2,27,1,0.8,18.2,25.6,,-1.6,0.6,-1,-0.043,,-3.9,-2.5,-6.3,-1.3,hendesc01
204,Taylor Hendricks,PF,20,UTA,22,387,10.3,0.535,0.584,0.097,7.7,17.4,12.6,4.1,1.7,3,12.6,14.5,,0,0.3,0.3,0.043,,-2.8,-1,-3.8,-0.2,hendrita01
205,Tyler Herro,SG,24,MIA,36,1209,15.3,0.549,0.452,0.122,1.7,16.4,8.9,22.1,1.2,0.2,10.1,27.8,,0,1.3,1.4,0.055,,1.4,-0.8,0.6,0.8,herroty01
206,Buddy Hield,SF-SG,31,TOT,62,1674,13.1,0.586,0.684,0.057,2.7,11,6.8,15,1.5,1.6,10.9,18.7,,1.5,0.9,2.4,0.07,,1,-0.8,0.2,0.9,hieldbu01
206,Buddy Hield,SF,31,IND,52,1336,13,0.586,0.691,0.064,2.9,11.5,7.1,13,1.5,1.8,10.4,18.5,,1.1,0.7,1.8,0.064,,0.9,-0.9,0.1,0.7,hieldbu01
206,Buddy Hield,SG,31,PHI,10,338,13.6,0.587,0.659,0.03,1.9,8.9,5.4,23.2,1.6,0.5,12.4,19.3,,0.4,0.2,0.7,0.093,,1.2,-0.5,0.6,0.2,hieldbu01
207,Haywood Highsmith,PF,27,MIA,44,920,10,0.56,0.595,0.118,4.6,10.7,7.6,6.5,2.3,2.5,10.1,12.4,,0.4,1.3,1.7,0.087,,-2.6,1.3,-1.3,0.2,highsha01
208,Nate Hinton,SG,24,HOU,11,58,19.1,0.698,0.55,0.25,5.5,16.6,11,15.3,1.7,3.2,8.3,17.7,,0.2,0.1,0.3,0.228,,3.3,2.1,5.4,0.1,hintona01
209,D'Moi Hodge,SG,25,LAL,7,41,6.1,0.441,0.8,0.133,0,0,0,15.6,1.2,2.1,5.9,17.8,,0,0,0,-0.024,,-3.9,-2.6,-6.5,0,hodgedm01
210,Aaron Holiday,PG,27,HOU,57,974,11.2,0.589,0.534,0.145,1.7,9,5.4,15.2,1.5,0.5,12,16.4,,0.8,1,1.9,0.091,,-1.8,0.5,-1.3,0.2,holidaa01
211,Jrue Holiday,PG,33,BOS,55,1817,14.6,0.598,0.445,0.121,4.4,13.4,9.2,19.4,1.3,2,14.5,16.5,,2.7,2.5,5.2,0.138,,1.1,1.2,2.2,2,holidjr01
212,Justin Holiday,SG,34,DEN,38,549,9.5,0.611,0.711,0.033,1.2,8.1,4.8,8.5,2.2,0.5,6.8,10.4,,0.6,0.6,1.1,0.1,,-2.8,1,-1.8,0,holidju01
213,Richaun Holmes,C-PF,30,TOT,30,312,13.5,0.575,0.012,0.306,13.9,20.8,17.3,6.8,0.6,3,14.2,15.3,,0.3,0.3,0.6,0.093,,-2.7,-0.9,-3.5,-0.1,holmeri01
213,Richaun Holmes,C,30,DAL,23,237,13.9,0.572,0,0.356,15.2,20.9,18,8.3,0.6,3.3,15,14.5,,0.3,0.2,0.5,0.11,,-2.3,-0.8,-3.1,-0.1,holmeri01
213,Richaun Holmes,PF,30,WAS,7,75,12.2,0.585,0.038,0.192,9.7,20.5,14.9,1.9,0.6,2.2,12.4,18,,0,0,0.1,0.038,,-3.8,-1.2,-5.1,-0.1,holmeri01
214,Chet Holmgren,C,21,OKC,60,1812,21.1,0.645,0.361,0.274,6.2,21.7,14.3,12.6,1.1,7.8,11.1,21.5,,3.8,3.3,7.1,0.187,,2.4,1.9,4.3,2.9,holmgch01
215,Jalen Hood-Schifino,SG,20,LAL,19,103,-0.5,0.337,0.317,0.439,2.3,10.4,6.5,9.6,1.4,1.7,15.5,24.3,,-0.5,0.1,-0.4,-0.202,,-11.8,-3.2,-14.9,-0.3,hoodsja01
216,Al Horford,C,37,BOS,50,1342,14.3,0.633,0.625,0.066,5.2,20.3,13.2,12.9,1,3.4,10.1,11.2,,2.5,2.2,4.7,0.169,,1.4,2.4,3.8,2,horfoal01
217,Talen Horton-Tucker,PG,23,UTA,38,756,14,0.51,0.372,0.253,2.9,11.3,7.2,27.6,2.3,1.5,12.4,23.9,,0.3,0.5,0.9,0.055,,-0.5,0,-0.5,0.3,hortota01
218,Danuel House Jr.,SF,30,PHI,34,509,8.5,0.575,0.476,0.438,3.4,9.2,6.3,7,1.4,0.9,13.2,12.1,,0.3,0.4,0.6,0.061,,-3.4,-0.6,-4,-0.3,houseda01
219,Caleb Houstan,SF,21,ORL,44,664,8.7,0.592,0.936,0.129,4,9,6.5,5.3,0.9,0.4,7.7,12.8,,0.6,0.6,1.3,0.091,,-1,-0.6,-1.6,0,houstca01
220,Jett Howard,SF,20,ORL,13,49,7.8,0.484,0.773,0.182,2.4,9.6,5.9,9,0,1.9,7.8,22.8,,0,0,0,-0.002,,-1.4,-2.3,-3.7,0,howarje01
221,Kevin Huerter,SG,25,SAC,57,1443,12.6,0.574,0.612,0.09,2.6,14,8.2,14,1.2,1.3,8,17.5,,1.5,1.1,2.6,0.085,,-0.1,-0.7,-0.8,0.4,huertke01
222,Jay Huff,C,25,DEN,12,34,15.1,0.715,0.727,0.182,3.3,25.6,14.7,4,1.5,0,7.8,16.5,,0.1,0,0.1,0.175,,-0.5,-0.4,-0.9,0,huffja01
223,De'Andre Hunter,SF,26,ATL,36,1018,13.8,0.627,0.438,0.339,2.2,12.7,7.3,6.3,1.3,1,10.1,19.6,,1.5,0.3,1.8,0.086,,-0.2,-1.2,-1.4,0.1,huntede01
224,Matthew Hurt,PF,23,MEM,6,86,10.2,0.513,0.52,0.12,6.2,6.6,6.4,6.8,1.1,3.2,3.7,13.7,,0.1,0.1,0.1,0.07,,-1.7,0.1,-1.6,0,hurtma01
225,Bones Hyland,PG,23,LAC,21,281,6.4,0.444,0.523,0.092,1.3,5.5,3.4,20.4,1.7,0.6,15.1,24.7,,-0.6,0.2,-0.4,-0.064,,-5.4,-2,-7.4,-0.4,hylanbo01
226,Joe Ingles,SF,36,ORL,47,813,10.5,0.574,0.682,0.117,2.3,12.5,7.4,22.7,1.9,0.5,18.9,12.4,,0.7,1.1,1.7,0.101,,-1.7,1.2,-0.4,0.3,inglejo01
227,Brandon Ingram,SF,26,NOP,55,1832,18.6,0.58,0.24,0.314,2.4,14.2,8.4,26.8,1.2,1.8,12.3,27.7,,2.6,2.1,4.7,0.123,,1.8,-0.3,1.5,1.6,ingrabr01
228,Kyrie Irving,SG,31,DAL,39,1336,22.3,0.6,0.357,0.181,2.4,13.9,8.1,24.2,1.7,1.2,7.2,28.8,,3.2,1.1,4.3,0.154,,5.2,-0.3,4.9,2.3,irvinky01
229,Jonathan Isaac,PF,26,ORL,41,603,17.5,0.565,0.349,0.323,9.8,23.3,16.5,4.6,2.4,7.1,9.1,17.3,,0.6,1.3,1.9,0.152,,-0.1,2.1,2,0.6,isaacjo01
230,Jaden Ivey,SG,21,DET,56,1563,13,0.55,0.37,0.343,4.8,9.4,7.1,19.2,1.2,1.7,14.7,24.3,,0.2,0.5,0.7,0.022,,-1.1,-1.7,-2.9,-0.4,iveyja01
231,Andre Jackson Jr.,SG,22,MIL,47,500,9,0.626,0.46,0.126,8.1,12.1,10.1,10.8,1.3,0.7,18.6,9.7,,0.6,0.4,1,0.099,,-3.1,0,-3.1,-0.1,jacksan01
232,GG Jackson II,PF,19,MEM,28,575,13.7,0.559,0.496,0.302,5.2,13.9,9.4,5.7,1.2,2.6,9.5,23.7,,0,0.6,0.6,0.048,,-0.6,-1.5,-2.2,0,jacksgg01
233,Isaiah Jackson,C,22,IND,46,631,21.1,0.685,0.02,0.434,12.9,22.1,17.5,8.3,2.2,6.3,12.9,17.9,,1.6,0.8,2.5,0.187,,-0.2,1.4,1.3,0.5,jacksis01
234,Jaren Jackson Jr.,C,24,MEM,54,1723,17.2,0.559,0.329,0.364,4,15.4,9.5,12.2,1.7,4.4,10.6,30.4,,0,2.4,2.4,0.067,,-0.1,0.4,0.3,1,jacksja02
235,Justin Jackson,SF,28,MIN,2,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.037,,-6.5,-1.2,-7.7,0,jacksju01
236,Reggie Jackson,PG,33,DEN,61,1391,12.1,0.532,0.371,0.119,1.9,7.7,4.9,23.3,1.2,0.6,11.7,21,,0.7,1.1,1.8,0.062,,-1.5,-1.3,-2.8,-0.3,jacksre01
237,Trayce Jackson-Davis,PF,23,GSW,47,614,21.3,0.684,0,0.437,13.9,19.1,16.5,10.5,1,5.7,11.7,17.5,,1.7,0.8,2.5,0.195,,1,0.8,1.8,0.6,jackstr02
238,LeBron James,PF,39,LAL,54,1895,23,0.616,0.299,0.291,2.8,18.8,11.1,35.8,1.7,1.5,13.6,29.3,,3.6,2.1,5.7,0.144,,5.4,0.8,6.2,3.9,jamesle01
239,Jaime Jaquez Jr.,SF,22,MIA,54,1594,12.6,0.573,0.279,0.242,4.8,10.3,7.5,13.3,1.9,0.7,13.1,19.1,,0.8,1.9,2.6,0.079,,-2.4,0,-2.4,-0.2,jaqueja01
240,DaQuan Jeffries,SG,26,NYK,13,34,2.2,0.37,0.5,0.143,0,16.5,8.2,8.3,0,0,6.3,20,,-0.1,0,-0.1,-0.094,,-7,-2.7,-9.7,-0.1,jeffrda01
241,Trey Jemison,C,24,TOT,10,171,9.4,0.524,0,0.231,10.6,13.3,11.9,6.8,1.1,5.4,18.9,13.4,,0,0.2,0.2,0.05,,-6.9,-0.1,-7.1,-0.2,jemistr01
241,Trey Jemison,C,24,WAS,2,1,-35.8,,,,0,100,53.3,0,0,0,100,41.8,,0,0,0,-1.195,,-30.3,-3.6,-34,0,jemistr01
241,Trey Jemison,C,24,MEM,8,170,9.7,0.524,0,0.231,10.6,12.7,11.7,6.9,1.1,5.4,17.3,13.2,,0,0.2,0.2,0.058,,-6.8,-0.1,-6.9,-0.2,jemistr01
242,Ty Jerome,SG,26,CLE,2,15,7.6,0.5,0.25,0,7.5,0,3.7,26.9,0,0,20,14.5,,0,0,0,0.049,,-4.2,-0.6,-4.8,0,jeromty01
243,Isaiah Joe,SG,24,OKC,56,1038,13.6,0.642,0.736,0.115,2.5,10.8,6.9,7.9,1.6,1.3,8.7,16.8,,1.4,1.2,2.6,0.119,,1.3,-0.2,1.1,0.8,joeis01
244,Cameron Johnson,PF,27,BRK,47,1314,14.9,0.586,0.562,0.16,3.9,13.7,8.7,13.3,1.5,0.8,7.5,19.6,,1.8,1,2.8,0.104,,1.3,-0.5,0.9,1,johnsca02
245,Jalen Johnson,SF,22,ATL,46,1572,15.6,0.586,0.28,0.216,4.1,24.1,13.7,13.7,1.6,2.3,11.7,18.1,,1.7,1.3,3,0.091,,-0.1,0.6,0.6,1,johnsja05
246,James Johnson,PF,36,IND,6,32,10.6,0.436,0.167,0.333,3.5,10.8,7.1,20.6,5.9,2.5,22.5,11.6,,0,0.1,0,0.071,,-5.4,4.3,-1.1,0,johnsja01
247,Keldon Johnson,SF,24,SAS,57,1683,14,0.555,0.406,0.251,4.9,15.1,9.9,15,1.3,0.9,9.7,22.4,,0.9,1,1.9,0.055,,-0.7,-1.6,-2.2,-0.1,johnske04
248,Keon Johnson,SG,21,BRK,4,51,15.2,0.598,0.474,0.526,6.2,4.4,5.3,8.1,2.9,1.8,14.6,23.1,,0.1,0,0.1,0.098,,0.4,-0.8,-0.4,0,johnske07
249,Keyontae Johnson,SF,23,OKC,9,66,1.6,0.344,0.188,0,7.1,9.6,8.4,7.1,0.7,0,20,13.1,,-0.1,0.1,-0.1,-0.068,,-7.6,-2.3,-10,-0.1,johnske08
250,Nikola Jokić,C,28,DEN,59,2005,31.4,0.649,0.17,0.311,9.6,30,20,44.3,1.8,2.3,12.7,29.3,,9,3.6,12.6,0.301,,9.4,4.5,13.8,8.1,jokicni01
251,Colby Jones,SG,21,SAC,17,121,6.4,0.384,0.283,0.109,9.1,14.4,11.7,10.8,1.6,0.7,9.4,18.7,,-0.2,0.1,-0.1,-0.039,,-6.4,-1.3,-7.7,-0.2,jonesco02
252,Damian Jones,C,28,CLE,25,150,12.9,0.624,0.219,0.344,6.8,17.3,12.2,10.5,1,5.9,19.6,13.3,,0.1,0.3,0.4,0.126,,-3.2,2.7,-0.5,0.1,jonesda03
253,Derrick Jones Jr.,SF,26,DAL,56,1355,12.1,0.602,0.501,0.262,5,11.3,8.1,5.2,1.4,2.5,10.5,15,,1.2,1,2.3,0.08,,-0.9,-0.6,-1.5,0.2,jonesde02
254,Herbert Jones,SF,25,NOP,56,1646,13.9,0.646,0.443,0.26,4.2,9.5,6.9,11,2.1,2.6,11.8,14.6,,2.7,2.1,4.8,0.139,,-0.4,1.3,0.9,1.2,joneshe01
255,Mason Jones,SG,25,SAC,1,13,7.5,0.129,0.667,0.667,8.5,26.8,17.4,33.9,0,0,0,12.7,,0,0,0,-0.022,,-4,-0.3,-4.3,0,jonesma05
256,Tre Jones,PG,24,SAS,56,1479,14.7,0.596,0.306,0.211,2.7,10.8,6.7,30.4,1.7,0.4,15.1,15.3,,2.3,0.8,3.1,0.102,,-0.6,-0.5,-1,0.4,jonestr01
257,Tyus Jones,PG,27,WAS,60,1750,16.6,0.578,0.368,0.062,1.1,9.1,4.9,34.1,1.8,0.7,8.6,16.4,,3.4,0.5,4,0.109,,1.4,-0.7,0.7,1.2,jonesty01
258,DeAndre Jordan,C,35,DEN,29,327,16.1,0.605,0,0.645,16.7,27.9,22.5,8,0.8,3.4,16.3,15.5,,0.4,0.5,1,0.141,,-1.9,-0.4,-2.2,0,jordade01
259,Cory Joseph,PG,32,GSW,26,296,6.1,0.47,0.656,0.109,2.2,8.7,5.4,17.4,0.7,0.9,15.2,11.2,,0,0.2,0.2,0.031,,-4.1,-0.7,-4.8,-0.2,josepco01
260,Nikola Jović,PF,20,MIA,26,444,11.3,0.559,0.535,0.202,4.5,22.7,13.5,15.8,1.1,1.7,15.1,16.5,,0.1,0.6,0.7,0.078,,-1.9,1.3,-0.7,0.1,jovicni01
261,Johnny Juzang,SG,22,UTA,3,9,-14.7,0,1,0,0,0,0,12.7,0,0,0,18.4,,-0.1,0,-0.1,-0.393,,-18.8,-8.7,-27.5,-0.1,juzanjo01
262,Luke Kennard,SG,27,MEM,30,745,13,0.643,0.769,0.166,1.3,11.6,6.3,17.9,1,0.1,11.2,16,,1.1,0.6,1.7,0.108,,0.4,-0.6,-0.2,0.3,kennalu01
263,Walker Kessler,C,22,UTA,51,1189,18.4,0.657,0.065,0.276,12.1,22.7,17.4,5.2,1,10.2,13.9,13.3,,1.8,1.6,3.4,0.138,,-0.5,1.8,1.2,1,kesslwa01
264,Braxton Key,SF,26,DEN,17,55,13,0.456,0.25,0.375,6.2,21.8,14.2,18.1,1.8,1.6,5.1,15.5,,0,0.1,0.1,0.111,,-1.7,1,-0.8,0,keybr01
265,Corey Kispert,SF,24,WAS,58,1324,13,0.617,0.61,0.192,1.5,10.6,5.9,10.7,0.9,0.7,10.1,20.4,,1,0.2,1.2,0.042,,0,-2,-2.1,0,kispeco01
266,Maxi Kleber,C,32,DAL,24,534,8.3,0.564,0.592,0.296,3.5,14.2,8.8,9.6,0.7,2.6,15.3,10.5,,0.3,0.4,0.6,0.056,,-2.6,0.1,-2.5,-0.1,klebima01
267,Kevin Knox,SF,24,DET,31,560,9.8,0.57,0.505,0.118,3.5,11.7,7.5,5.8,1.1,1,10.1,16.4,,0.2,0.2,0.3,0.029,,-2.7,-1.9,-4.6,-0.4,knoxke01
268,John Konchar,SF,27,MEM,46,894,11.7,0.52,0.569,0.096,6.5,18.1,12.1,12.8,2.2,4.6,14.7,9.8,,0.4,1.4,1.8,0.097,,-2.5,2.4,-0.1,0.4,konchjo01
269,Furkan Korkmaz,SG,26,PHI,35,300,9.2,0.519,0.526,0.263,1.5,9.7,5.5,10.7,2.3,0.9,10.5,13.5,,0,0.3,0.3,0.052,,-3.1,0.3,-2.7,-0.1,korkmfu01
270,Luke Kornet,C,28,BOS,43,627,18.8,0.729,0,0.273,14.1,14,14,7.5,1.3,5.8,10.6,11.1,,2,1.1,3.1,0.236,,1.1,2.2,3.2,0.8,kornelu01
271,Vit Krejci,PG,23,ATL,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.021,,-8.2,-2.9,-11.1,0,krejcvi01
272,Jonathan Kuminga,PF,21,GSW,59,1513,16.8,0.596,0.202,0.363,5.6,14.3,10,12.3,1.2,1.6,10.9,23.9,,2,1.4,3.4,0.107,,0,-0.5,-0.5,0.6,kuminjo01
273,Kyle Kuzma,PF,28,WAS,58,1850,15.9,0.548,0.361,0.163,3.3,19.1,11,20,0.7,1.8,11.6,30,,-0.8,0.8,0,0,,0.6,-1.8,-1.1,0.4,kuzmaky01
274,Jock Landale,C,28,HOU,34,305,11.3,0.449,0.237,0.289,14.9,11.6,13.3,9.6,1.3,3.9,12.3,13.6,,0.1,0.4,0.5,0.082,,-3.1,0.2,-3,-0.1,landajo01
275,Jake LaRavia,PF,22,MEM,16,225,8,0.469,0.531,0.272,6.1,10.6,8.3,9.3,1.1,1.2,9,19.1,,-0.2,0.2,0,0.007,,-4.4,-1.1,-5.5,-0.2,laravja01
276,Zach LaVine,SG,28,CHI,25,872,15.1,0.578,0.449,0.274,1,15.9,8.2,17.1,1.2,1,11,23.8,,0.8,0.8,1.5,0.084,,0.7,-0.6,0.1,0.5,lavinza01
277,A.J. Lawson,SG,23,DAL,28,231,12.7,0.562,0.471,0.224,5.7,10,7.8,7.8,1.9,1.1,9.7,19.1,,0.1,0.2,0.3,0.062,,-1.9,-1.4,-3.3,-0.1,lawsoaj01
278,Saben Lee,PG,24,PHO,18,145,16.1,0.54,0.31,0.833,5.8,14,10.1,20.8,2.3,1.8,10.9,19.1,,0.2,0.2,0.4,0.135,,-0.7,1.4,0.7,0.1,leesa01
279,Alex Len,C,30,SAC,25,218,15.7,0.575,0.061,0.347,15.7,22.4,18.9,13.6,1.8,5.3,21,14,,0.2,0.3,0.5,0.12,,-2.2,1.6,-0.6,0.1,lenal01
280,Kawhi Leonard,SF,32,LAC,54,1857,23.6,0.631,0.296,0.247,4.2,15.9,10.2,17,2.4,2.2,8.3,26.5,,5.1,2.5,7.6,0.197,,5.1,1,6.2,3.8,leonaka01
281,Caris LeVert,SG,29,CLE,48,1329,14.5,0.521,0.406,0.233,2.2,12.9,7.7,24.5,1.6,1.5,9.9,23.6,,0.8,1.9,2.7,0.096,,-0.5,0.6,0.1,0.7,leverca01
282,Kira Lewis Jr.,PG,22,TOT,19,153,6.6,0.391,0.389,0.204,3.6,7.2,5.4,17.7,1.9,0.6,12,18.8,,-0.2,0.2,-0.1,-0.025,,-6,-0.7,-6.7,-0.2,lewiski01
282,Kira Lewis Jr.,PG,22,NOP,15,144,5.7,0.387,0.385,0.212,3.1,7.6,5.4,16,1.7,0.7,12.3,19.4,,-0.3,0.1,-0.1,-0.042,,-6.4,-1,-7.4,-0.2,lewiski01
282,Kira Lewis Jr.,PG,22,TOR,1,2,-7.3,,,,0,0,0,0,0,0,,0,,0,0,0,-0.003,,-22.1,0,-22.1,0,lewiski01
282,Kira Lewis Jr.,PG,22,UTA,3,7,29.1,0.5,0.5,0,15.8,0,7.8,58.3,6.9,0,0,11.9,,0,0,0,0.322,,7,5.2,12.2,0,lewiski01
283,Maxwell Lewis,SF,21,LAL,20,70,-1.7,0.292,0.25,0,1.7,3,2.4,5,1.4,0,29.4,10.5,,-0.2,0,-0.2,-0.13,,-8.9,-2.4,-11.3,-0.2,lewisma05
284,E.J. Liddell,PF,23,NOP,8,23,4.3,0.291,0.833,0.333,0,23.8,12,5.1,4.2,8.5,22.5,16.6,,-0.1,0.1,0,-0.087,,-8.6,4.1,-4.6,0,liddeej01
285,Damian Lillard,PG,33,MIL,56,1949,19.6,0.59,0.489,0.42,1.7,11.7,6.9,27.7,1.4,0.5,11.2,28.4,,4.4,1.6,6,0.147,,3.2,-1.3,1.9,1.9,lillada01
286,Nassir Little,SF,23,PHO,34,426,9.8,0.579,0.561,0.187,3.9,14.3,9.4,5.8,1.1,2.1,10.1,13,,0.3,0.4,0.7,0.077,,-2.5,-0.4,-2.9,-0.1,littlna01
287,Dereck Lively II,C,19,DAL,43,1070,17.9,0.732,0.009,0.302,11.8,20.2,16,6.5,1.4,5.3,14.1,12.2,,2.6,1.3,3.9,0.175,,-0.4,0.5,0.1,0.6,livelde01
288,Isaiah Livers,PF,25,DET,23,469,5.1,0.46,0.664,0.155,3.5,8.1,5.7,6.8,1.3,0.9,11.4,12.6,,-0.3,0.1,-0.2,-0.019,,-5,-1.5,-6.5,-0.5,liveris01
289,Chris Livingston,SF,20,MIL,16,69,5.8,0.504,0.188,0.125,3.3,20,11.9,9,1.4,0,19.2,12.9,,0,0.1,0,0.015,,-7.3,-0.7,-8,-0.1,livinch01
290,Kenneth Lofton Jr.,PF,21,TOT,17,108,6,0.413,0.279,0.349,2,16.8,9.2,19.8,1.4,2.6,13.9,23,,-0.3,0.1,-0.2,-0.07,,-6.9,0,-6.9,-0.1,loftoke01
290,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.3,0.447,0.27,0.405,2.1,15,8.3,21.6,1.5,2.8,12.1,21.6,,-0.1,0.1,0,-0.013,,-5.4,0.9,-4.5,-0.1,loftoke01
290,Kenneth Lofton Jr.,PF,21,PHI,2,9,-19.7,0.167,0.333,0,0,37.3,18.4,0,0,0,25,38,,-0.1,0,-0.1,-0.702,,-23.3,-9.4,-32.7,-0.1,loftoke01
291,Kevon Looney,C,27,GSW,60,1027,14.8,0.615,0.005,0.352,13.2,24.5,18.8,15.1,1.1,1.9,16.5,10.9,,2.1,1.2,3.3,0.155,,-0.8,1.4,0.6,0.7,looneke01
292,Brook Lopez,C,35,MIL,58,1811,15,0.597,0.529,0.164,5.4,13.2,9.4,7.1,0.9,7.2,8,15.9,,2.2,2.3,4.6,0.121,,0.2,1.1,1.3,1.5,lopezbr01
293,Robin Lopez,C,35,MIL,16,65,6.5,0.453,0.421,0.105,5.2,3.3,4.2,7.7,0.7,3.8,9.1,14.4,,0,0,0,0.01,,-4.7,-1.3,-6,-0.1,lopezro01
294,Kevin Love,PF,35,MIA,47,822,18.6,0.606,0.695,0.341,6.8,33.7,20.1,19.3,1,1.1,9.8,20.9,,1.7,1.3,3,0.178,,3,1,4,1.3,loveke01
295,Kyle Lowry,PG,37,TOT,42,1176,11.2,0.583,0.651,0.184,2.8,11.5,7.1,20.3,1.9,1.3,16.7,13.2,,1,1.4,2.4,0.099,,-1.8,1.1,-0.8,0.4,lowryky01
295,Kyle Lowry,PG,37,MIA,37,1037,10.8,0.582,0.665,0.174,2.7,11.5,7,19.5,1.9,1.4,16.9,13.4,,0.7,1.3,2,0.094,,-2,1.2,-0.8,0.3,lowryky01
295,Kyle Lowry,PG,37,PHI,5,139,13.8,0.597,0.533,0.267,3.1,11.3,7.2,26.7,1.8,0.6,15.2,12.1,,0.3,0.1,0.4,0.135,,-0.5,0.1,-0.3,0.1,lowryky01
296,Seth Lundy,SF,23,ATL,9,52,0.1,0.373,0.765,0.235,2,12.9,7.2,0,0,0,5.1,15.6,,-0.1,0,-0.1,-0.092,,-7.9,-5.1,-12.9,-0.1,lundyse01
297,Trey Lyles,PF,28,SAC,44,871,11.8,0.612,0.709,0.228,5.4,20.4,12.7,7.5,0.7,1.3,10,14.2,,1,0.7,1.7,0.092,,-0.4,-0.9,-1.3,0.1,lylestr01
298,Théo Maledon,PG,22,TOT,17,213,3.2,0.385,0.429,0.214,2,10.9,6.3,17.7,1.6,0,19,19.4,,-0.6,0.1,-0.5,-0.119,,-8.4,-2.1,-10.5,-0.5,maledth01
298,Théo Maledon,PG,22,CHO,13,200,3.9,0.379,0.455,0.182,2.1,11,6.4,18.8,1.7,0,17.4,18.8,,-0.5,0.1,-0.4,-0.108,,-7.8,-1.8,-9.7,-0.4,maledth01
298,Théo Maledon,PG,22,PHO,4,13,-7.9,0.47,0,0.75,0,8.2,4.3,0,0,0,36.1,27.5,,-0.1,0,-0.1,-0.295,,-17.6,-6,-23.6,-0.1,maledth01
299,Sandro Mamukelashvili,C,24,SAS,33,213,14.7,0.522,0.479,0.239,9.5,19.1,14.2,18,1.3,3.2,9.3,17,,0.2,0.2,0.4,0.093,,-1.1,0.1,-1,0.1,mamuksa01
300,Terance Mann,SG,27,LAC,53,1341,11,0.581,0.433,0.175,6,9.5,7.8,9.4,1,0.7,8.2,13,,1.8,0.9,2.7,0.098,,-1.1,-0.6,-1.8,0.1,mannte01
301,Tre Mann,PG,22,TOT,23,420,13,0.541,0.41,0.129,2.4,17.8,9.9,22.5,2.2,0,14,17.7,,0.2,0.4,0.5,0.062,,-2.1,1,-1.2,0.1,manntr01
301,Tre Mann,PG,22,OKC,13,119,14.2,0.606,0.475,0.025,3.9,17.8,11.2,22.1,1.2,0,18.2,18,,0.1,0.1,0.3,0.102,,0.4,-0.4,0,0.1,manntr01
301,Tre Mann,PG,22,CHO,10,301,12.6,0.517,0.384,0.172,1.8,17.8,9.4,22.7,2.6,0,12.3,17.6,,0.1,0.2,0.3,0.047,,-3.1,1.5,-1.7,0,manntr01
302,Boban Marjanović,C,35,HOU,9,48,16.2,0.486,0.095,0.286,13.2,35.6,24.4,13,0,1.9,7.8,22.7,,0,0.1,0.1,0.087,,-1.8,-1.7,-3.5,0,marjabo01
303,Lauri Markkanen,PF,26,UTA,51,1677,21.4,0.634,0.5,0.306,7.6,19.8,13.7,9.6,1.3,1.3,6.7,24.6,,4.9,1.1,6,0.172,,5.1,-1.5,3.6,2.3,markkla01
