Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
512,TyTy Washington Jr.,PG,22,MIL,5,21,-3.1,0.214,0.429,0,0,5,2.6,5.5,4.5,0,22.2,18.3,,-0.1,0,-0.1,-0.238,,-12.3,-0.7,-13,-0.1,washity02
513,Yuta Watanabe,SF,29,TOT,34,464,4.7,0.474,0.733,0.147,2.8,10,6.5,4.2,1.3,1.3,13.3,13.2,,-0.5,0.4,-0.1,-0.01,,-5.4,-1.2,-6.6,-0.5,watanyu01
513,Yuta Watanabe,SF,29,PHO,29,382,5.4,0.502,0.773,0.155,3.4,9.5,6.6,3.3,1.1,1.6,13.4,13.5,,-0.3,0.3,0,0.003,,-4.7,-1.4,-6.1,-0.4,watanyu01
513,Yuta Watanabe,SF,29,MEM,5,82,1.5,0.327,0.526,0.105,0,12.5,6,8.4,1.8,0,13.1,12,,-0.2,0.1,-0.1,-0.073,,-8.7,-0.1,-8.7,-0.1,watanyu01
514,Lindy Waters III,SG,26,OKC,25,171,10.8,0.644,0.923,0,0.7,13.7,7.5,9.6,0.3,2.1,8.8,14.4,,0.2,0.2,0.4,0.103,,-0.3,-0.9,-1.3,0,waterli01
515,Trendon Watford,PF,23,BRK,43,499,17,0.625,0.21,0.26,7.4,17.1,12.1,16.6,1.5,1.8,13.3,20,,0.9,0.5,1.4,0.133,,-0.1,0.6,0.5,0.3,watfotr01
516,Peyton Watson,SF,21,DEN,59,1071,11.8,0.556,0.368,0.251,4.1,13.1,8.7,7,1.5,4.5,11.1,16.4,,0.3,1.5,1.7,0.077,,-2.6,0.5,-2,0,watsope01
517,Victor Wembanyama,C,20,SAS,55,1579,23.2,0.569,0.31,0.303,8,30.9,19.3,19.7,2.2,10,15.7,31.8,,-0.4,3.1,2.7,0.081,,1.7,2.8,4.5,2.6,wembavi01
518,Blake Wesley,SG,20,SAS,40,524,10.3,0.547,0.232,0.384,2.2,7.8,5,25.6,1.8,0.6,18,14.3,,0.3,0.3,0.5,0.049,,-4.4,-0.4,-4.8,-0.4,weslebl01
519,Russell Westbrook,PG,35,LAC,58,1313,16,0.511,0.243,0.234,7.1,17.8,12.7,28,2.4,1.4,15.8,24.7,,0.2,1.8,2,0.072,,-0.3,0.7,0.4,0.8,westbru01
520,Coby White,PG,23,CHI,60,2198,14.8,0.577,0.477,0.225,1.7,13.1,7.2,21.6,1,0.7,11.5,22.6,,2.5,1.6,4,0.088,,0.9,-1,-0.1,1,whiteco01
521,Derrick White,SG,29,BOS,56,1793,17.3,0.623,0.579,0.197,2.2,10.5,6.6,20.8,1.6,3.3,11.3,19,,3.9,2.7,6.6,0.176,,2.6,1.6,4.2,2.8,whitede01
522,Cam Whitmore,SF,19,HOU,34,590,16.6,0.571,0.47,0.26,4.5,18.1,11.3,4.5,1.7,1.6,8.8,27.7,,0.1,0.9,1,0.079,,0.7,-0.4,0.3,0.3,whitmca01
523,Aaron Wiggins,SG,25,OKC,57,825,14.9,0.681,0.368,0.184,5.8,12,9,7.9,1.9,1,11.9,15.4,,1.5,1,2.5,0.144,,0.3,0,0.3,0.5,wiggiaa01
524,Andrew Wiggins,SF,28,GSW,51,1388,11.9,0.539,0.307,0.234,6.2,10.7,8.4,8.9,1,1.8,9.5,20.1,,0.7,1,1.7,0.058,,-1.8,-1.3,-3.1,-0.4,wiggian01
525,Lindell Wigginton,PG,25,MIL,3,8,5.6,0.51,0.4,0.4,0,0,0,0,0,0,14.5,36.8,,0,0,0,-0.151,,-14.6,-9.1,-23.7,0,wiggili01
526,Alondes Williams,SG,24,MIA,2,9,-16.9,0,0.667,0,0,12.7,6.3,0,0,0,25,19.7,,-0.1,0,-0.1,-0.485,,-20,-7.1,-27.1,-0.1,willial06
527,Brandon Williams,PG,24,DAL,12,59,11.8,0.447,0.273,0.5,5.5,7.5,6.5,26.7,0.8,1.5,10.1,21.6,,0,0,0,0.021,,-1.1,-2.2,-3.3,0,willibr03
528,Grant Williams,PF,25,TOT,57,1535,9.5,0.577,0.624,0.212,4.5,11.9,8.1,8.8,0.9,1.8,13.7,14.7,,0.7,0.9,1.6,0.049,,-2.3,-0.7,-3,-0.4,willigr01
528,Grant Williams,PF,25,DAL,47,1242,8.3,0.56,0.662,0.174,4,10.9,7.4,8.2,0.9,1.9,13.4,13.5,,0.4,0.7,1.1,0.043,,-2.6,-0.8,-3.4,-0.4,willigr01
528,Grant Williams,PF,25,CHO,10,293,14.5,0.631,0.5,0.337,6.2,16.3,11,11.2,0.8,1.6,14.4,19.6,,0.3,0.1,0.5,0.075,,-0.9,-0.5,-1.4,0,willigr01
529,Jalen Williams,PF,22,OKC,54,1731,18.7,0.626,0.24,0.227,2,11.7,7.1,20.7,1.6,1.5,9.9,23.2,,3.7,2,5.7,0.157,,1.9,0.1,2,1.8,willija06
530,Jaylin Williams,C,21,OKC,50,628,12,0.539,0.636,0.17,5,22.6,14.3,12.9,1.5,2.6,10.1,13.6,,0.6,1,1.6,0.121,,-1.1,1.6,0.5,0.4,willija07
531,Jeenathan Williams,SG,24,HOU,11,76,12,0.499,0.1,0.233,11.2,2.8,7,11.9,1.3,0,5.7,19.6,,0.1,0.1,0.1,0.074,,-2.6,-1.1,-3.7,0,willije02
532,Kenrich Williams,PF,29,OKC,49,708,11,0.561,0.541,0.055,5.8,15.3,10.8,10.4,1.7,0.8,8.8,12.4,,0.7,0.9,1.6,0.108,,-1.4,0.4,-1,0.2,willike04
533,Mark Williams,C,22,CHO,19,508,22.3,0.675,0,0.424,16,24.7,20.2,6.7,1.5,3.6,8.7,16.9,,1.6,0.5,2.1,0.195,,1.5,-0.8,0.7,0.3,willima07
534,Patrick Williams,PF,22,CHI,43,1174,11,0.553,0.412,0.184,4.3,11.7,7.9,7.8,1.7,2.9,12.8,16.6,,0.1,1.2,1.3,0.053,,-2.3,0,-2.3,-0.1,willipa01
535,Robert Williams,C,26,POR,6,119,17.2,0.684,0,0.346,9.8,27.4,18.1,6.3,2.9,5.3,18.9,13.2,,0.1,0.2,0.4,0.147,,-2.3,2.9,0.6,0.1,williro04
536,Vince Williams Jr.,SG,23,MEM,49,1329,12.6,0.592,0.561,0.345,4.6,18.5,11.3,17.1,1.6,2.2,16.7,15.8,,0.9,1.7,2.6,0.094,,-1.9,1,-0.9,0.4,willivi01
537,Ziaire Williams,SF,22,MEM,51,1038,9.3,0.511,0.5,0.198,3.6,15.9,9.5,11.1,1.7,0.8,13.8,19.8,,-1,1.2,0.2,0.009,,-4.1,-0.4,-4.5,-0.7,willizi02
538,Zion Williamson,PF,23,NOP,50,1530,22.3,0.611,0.017,0.438,6.4,13.3,9.9,27.5,1.4,1.7,12.5,29.1,,3.4,1.8,5.1,0.161,,3.3,0.2,3.5,2.1,willizi01
539,Jalen Wilson,PF,23,BRK,22,310,13,0.6,0.4,0.263,7.5,11.6,9.4,10.9,1,0.3,5.3,13.1,,0.7,0.2,0.8,0.128,,-0.2,-0.9,-1.1,0.1,wilsoja03
540,Dylan Windler,SF,27,TOT,11,35,15.8,0.682,0.909,0,0,12.3,6.4,26.6,0,0,0,13.6,,0.1,0,0.1,0.198,,3.7,0.2,3.9,0.1,windldy01
540,Dylan Windler,SF,27,NYK,3,7,15.4,0.75,1,0,0,16,8,19.9,0,0,0,12.2,,0,0,0,0.233,,3.6,3.8,7.4,0,windldy01
540,Dylan Windler,SF,27,LAL,8,28,15.8,0.667,0.889,0,0,11.4,6,28.2,0,0,0,13.9,,0.1,0,0.1,0.189,,3.7,-0.7,3,0,windldy01
541,James Wiseman,C,22,DET,41,588,14.9,0.662,0.013,0.323,11.4,21.1,16.1,6.6,0.6,3.4,15.5,15.4,,0.8,0.4,1.2,0.098,,-2.4,-1,-3.4,-0.2,wisemja01
542,Christian Wood,PF,28,LAL,50,872,12.3,0.568,0.432,0.356,5.2,26.3,16.2,7.4,0.9,3.3,14.1,17.6,,0,1.1,1.1,0.06,,-2.7,-0.2,-3,-0.2,woodch01
543,Delon Wright,PG,31,TOT,36,512,14.2,0.509,0.321,0.267,2.8,10.6,6.6,22.4,3.5,1.4,7,12.9,,0.6,0.5,1.1,0.1,,-1.6,2.3,0.7,0.4,wrighde01
543,Delon Wright,PG,31,WAS,33,456,14,0.497,0.311,0.238,3,11.1,6.9,22.6,3.6,1.4,7.5,13.4,,0.4,0.4,0.8,0.087,,-1.9,2.3,0.4,0.3,wrighde01
543,Delon Wright,PG,31,MIA,3,56,15.8,0.644,0.444,0.667,2,6.1,4,21.3,2.7,1.7,0,9.2,,0.2,0.1,0.2,0.207,,1,2.5,3.5,0.1,wrighde01
544,Thaddeus Young,PF,35,TOT,25,379,15.6,0.605,0.065,0.151,10.4,14.4,12.3,17.9,2.4,0.7,10.8,12.5,,0.7,0.4,1.1,0.14,,-0.6,0.6,0,0.2,youngth01
544,Thaddeus Young,PF,35,TOR,23,350,16,0.618,0.069,0.138,8.9,14.7,11.7,19.4,2.5,0.7,10.7,12.6,,0.7,0.3,1.1,0.146,,-0.3,0.9,0.6,0.2,youngth01
544,Thaddeus Young,PF,35,PHO,2,29,10.4,0.436,0,0.333,28.9,11,19.5,0,1.7,0,12.7,11.7,,0,0,0,0.073,,-3.6,-3.4,-7.1,0,youngth01
545,Trae Young,PG,25,ATL,51,1862,20.1,0.581,0.464,0.403,1.2,7.1,4,44.1,1.8,0.5,16,30.3,,3.8,0.5,4.3,0.111,,4.8,-2.4,2.4,2.1,youngtr01
546,Omer Yurtseven,C,25,UTA,32,289,11.7,0.529,0.182,0.17,14.9,28.6,21.8,6.2,0.7,3.3,20.2,17,,-0.1,0.3,0.1,0.023,,-3.8,-1.3,-5,-0.2,yurtsom01
547,Cody Zeller,C,31,NOP,38,297,11.8,0.476,0.054,0.625,15.4,22.2,18.8,14.5,1.3,1.3,17.4,12.5,,0.3,0.4,0.7,0.11,,-3.3,0.3,-3,-0.1,zelleco01
548,Ivica Zubac,C,26,LAC,47,1247,18.9,0.667,0,0.332,13.1,26.1,19.8,7,0.4,4.1,11.7,16.4,,3,1.7,4.7,0.179,,0.5,0,0.4,0.8,zubaciv01
